n_triangles,chromatic_number,max_deg,class
1604,22,24,1
805,16,18,0
1903,23,24,1
564,14,17,0
1813,23,24,1
626,15,19,0
1483,20,23,1
602,15,20,0
2300,25,24,1
553,15,17,0
1554,22,24,1
708,14,19,0
2152,23,24,1
490,13,16,0
2036,23,24,1
497,13,16,0
2214,24,24,1
377,11,16,0
1720,22,24,1
760,15,20,0
2052,24,24,1
356,11,16,0
1367,20,24,1
422,12,16,0
2177,24,24,1
937,16,20,0
1687,21,24,1
398,13,15,0
1533,20,24,1
344,11,17,0
1403,20,24,1
911,18,18,0
1556,22,23,1
775,14,21,0
1799,22,24,1
1147,19,21,0
1960,23,24,1
440,12,17,0
2026,23,24,1
472,13,18,0
2177,24,24,1
945,18,21,0
1641,21,24,1
588,13,21,0
1891,23,23,1
804,16,20,0
1660,21,24,1
989,17,21,0
1738,22,23,1
492,13,17,0
1328,20,23,1
687,15,20,0
1251,19,23,1
1229,18,21,0
1670,22,24,1
613,12,18,0
2019,22,24,1
931,16,21,0
1783,23,24,1
628,16,16,0
1263,20,23,1
724,15,20,0
2214,24,24,1
482,11,17,0
2090,24,24,1
712,15,19,0
2024,24,23,1
901,15,21,0
1766,22,23,1
636,15,18,0
1787,23,24,1
701,15,19,0
1696,22,23,1
656,14,19,0
1529,21,23,1
979,17,20,0
1736,22,23,1
1092,18,20,0
1775,23,24,1
484,15,17,0
1824,22,24,1
455,13,16,0
1312,20,22,1
814,16,19,0
1499,21,24,1
747,15,19,0
1330,20,24,1
936,16,21,0
1370,21,23,1
584,15,17,0
2144,24,24,1
884,16,20,0
1820,22,24,1
808,15,20,0
2011,22,24,1
1125,17,21,0
1871,23,24,1
641,16,18,0
1547,22,22,1
885,16,20,0
2300,25,24,1
828,16,20,0
1952,23,24,1
1168,18,21,0
2060,24,24,1
439,12,16,0
1391,21,24,1
537,13,18,0
1312,20,23,1
406,11,17,0
2171,23,24,1
532,12,19,0
2003,23,24,1
639,13,20,0
1511,20,24,1
443,13,16,0
1377,21,22,1
973,16,20,0
1709,22,23,1
508,13,17,0
1707,21,23,1
345,12,14,0
2300,25,24,1
477,14,16,0
1627,22,23,1
504,12,18,0
1561,21,23,1
577,13,17,0
1882,23,24,1
629,14,19,0
1464,21,23,1
1342,18,22,0
1976,23,24,1
680,14,19,0
1862,23,23,1
578,12,19,0
1665,21,24,1
689,16,19,0
2277,24,24,1
927,18,21,0
2300,25,24,1
331,12,14,0
2144,24,24,1
852,16,20,0
2110,22,24,1
264,10,13,0
2030,24,24,1
451,13,16,0
2024,24,23,1
643,15,17,0
1948,22,24,1
471,12,16,0
2090,24,24,1
1264,18,22,0
2300,25,24,1
242,10,12,0
1591,21,24,1
539,15,16,0
1226,19,24,1
557,13,19,0
2069,24,24,1
622,13,18,0
1771,23,23,1
438,11,18,0
1546,22,22,1
965,18,19,0
2115,24,24,1
373,11,17,0
1935,23,24,1
711,15,21,0
1955,22,24,1
682,13,19,0
1583,21,24,1
1165,17,22,0
2300,25,24,1
485,12,17,0
1796,23,24,1
720,14,18,0
1397,18,24,1
798,17,19,0
1807,23,24,1
1146,18,23,0
1942,22,24,1
1003,18,20,0
2024,24,23,1
1065,17,21,0
1306,20,24,1
487,14,17,0
1756,21,24,1
501,14,17,0
2300,25,24,1
682,16,18,0
1613,20,24,1
209,9,14,0
1689,20,24,1
543,14,15,0
1646,22,24,1
551,14,19,0
1542,22,23,1
744,16,20,0
1444,21,24,1
554,14,18,0
1891,21,24,1
515,14,16,0
1433,19,22,1
495,13,17,0
1810,23,24,1
813,14,21,0
1819,23,24,1
598,13,19,0
2300,25,24,1
684,17,16,0
2079,24,24,1
695,14,20,0
1827,23,24,1
469,13,17,0
1753,21,24,1
349,13,16,0
1858,23,24,1
766,16,21,0
2045,24,24,1
546,13,17,0
1343,20,22,1
714,15,18,0
1898,23,24,1
497,13,18,0
1989,23,24,1
909,15,22,0
1904,23,24,1
728,13,20,0
1912,23,24,1
671,14,20,0
1865,23,24,1
366,12,15,0
1799,23,23,1
974,19,20,0
1800,23,24,1
493,15,18,0
1810,23,24,1
976,17,21,0
1505,21,23,1
590,16,17,0
1917,23,24,1
464,13,17,0
1777,23,23,1
675,15,21,0
1616,21,24,1
518,14,17,0
1677,22,24,1
1003,19,20,0
2025,24,24,1
893,17,19,0
1742,22,24,1
385,12,15,0
1894,23,24,1
483,12,15,0
1892,23,24,1
695,16,17,0
2033,23,24,1
755,14,20,0
2102,24,24,1
595,13,19,0
1069,18,24,1
469,14,16,0
2300,25,24,1
548,15,16,0
1724,22,24,1
338,10,17,0
2024,24,23,1
389,11,18,0
1872,23,24,1
1169,19,20,0
1601,22,23,1
503,12,18,0
1617,22,23,1
680,15,20,0
1544,22,22,1
273,9,15,0
2255,24,24,1
675,15,21,0
1802,22,23,1
607,13,20,0
1771,23,23,1
548,15,16,0
1414,21,23,1
965,18,20,0
1278,19,24,1
709,16,19,0
1984,23,24,1
830,15,21,0
1553,21,23,1
612,13,20,0
2177,24,24,1
715,16,18,0
1907,23,23,1
837,15,20,0
1147,19,24,1
231,10,12,0
1670,20,24,1
780,16,21,0
1676,22,22,1
587,14,18,0
2039,24,24,1
550,13,18,0
1727,22,24,1
441,12,16,0
1677,21,24,1
784,15,19,0
1699,21,23,1
791,14,21,0
1357,20,22,1
890,16,22,0
1824,21,24,1
589,15,17,0
1707,21,24,1
697,17,17,0
2300,25,24,1
804,15,20,0
1358,20,24,1
308,10,16,0
1942,23,23,1
264,10,14,0
1406,20,23,1
440,12,17,0
1586,21,22,1
728,14,20,0
1867,22,24,1
563,15,19,0
1670,20,24,1
734,16,18,0
1189,19,21,1
620,15,17,0
1476,19,23,1
494,12,18,0
1754,21,24,1
461,13,17,0
1474,21,23,1
758,17,19,0
1623,22,23,1
588,13,19,0
2069,24,24,1
415,12,16,0
2144,24,24,1
461,13,17,0
1503,21,24,1
589,14,18,0
1852,23,24,1
444,14,19,0
1569,22,22,1
300,11,14,0
1797,22,23,1
803,16,20,0
1666,20,23,1
821,16,20,0
1742,22,23,1
491,11,18,0
1775,22,24,1
609,13,19,0
1437,21,21,1
662,15,19,0
1886,23,24,1
388,14,17,0
1523,21,24,1
451,13,17,0
1862,23,23,1
486,14,16,0
2160,24,24,1
383,13,16,0
2002,23,24,1
854,17,20,0
1848,21,24,1
914,16,21,0
1935,23,24,1
773,16,19,0
1511,21,23,1
280,9,15,0
1360,19,22,1
974,16,21,0
1810,23,24,1
495,13,19,0
1704,22,24,1
371,13,16,0
1685,22,23,1
817,17,18,0
2026,23,24,1
790,15,18,0
1224,19,23,1
644,13,19,0
1802,23,24,1
301,11,14,0
2255,24,24,1
206,11,12,0
1613,22,23,1
1171,18,21,0
2277,24,24,1
750,16,17,0
1552,22,24,1
747,16,17,0
1991,23,24,1
556,14,18,0
2072,23,24,1
545,15,17,0
1597,21,24,1
995,19,21,0
1659,22,23,1
588,13,18,0
1611,22,24,1
1099,19,21,0
2024,24,23,1
319,11,14,0
1624,22,23,1
948,17,19,0
2024,24,23,1
386,13,14,0
1910,22,24,1
797,17,18,0
2003,22,24,1
545,14,18,0
1434,20,24,1
834,17,20,0
1967,23,24,1
503,11,18,0
1906,23,24,1
705,15,20,0
2300,25,24,1
1287,19,22,0
1676,21,24,1
805,16,20,0
2024,24,24,1
258,11,14,0
1792,23,23,1
860,16,21,0
1491,19,24,1
1323,19,22,0
2008,23,24,1
607,15,19,0
1843,23,24,1
694,15,19,0
2113,23,24,1
474,14,16,0
2300,25,24,1
657,16,18,0
2024,24,23,1
1038,17,21,0
1847,23,24,1
969,17,21,0
1851,22,24,1
1261,20,21,0
1917,23,24,1
611,14,20,0
1757,22,24,1
1229,18,22,0
2027,24,24,1
415,13,18,0
1646,22,23,1
533,13,18,0
1345,21,23,1
836,16,20,0
1760,22,23,1
1174,18,21,0
1516,21,24,1
456,14,17,0
1592,22,24,1
657,14,18,0
2024,24,23,1
602,15,18,0
2002,23,24,1
784,15,22,0
1961,22,24,1
350,11,17,0
1768,22,24,1
1204,17,22,0
2300,25,24,1
680,16,19,0
1584,22,23,1
578,15,15,0
2078,23,24,1
957,17,20,0
1996,23,24,1
470,12,17,0
1868,22,24,1
433,13,17,0
1658,21,24,1
503,15,16,0
2300,25,24,1
576,14,18,0
1931,22,24,1
220,10,11,0
1263,20,22,1
785,16,19,0
2214,24,24,1
605,15,16,0
2024,24,23,1
841,17,20,0
2132,23,24,1
596,15,17,0
2152,23,24,1
460,14,13,0
1643,22,23,1
664,14,18,0
2020,23,24,1
248,9,13,0
2039,24,24,1
1100,18,20,0
1984,23,24,1
843,18,19,0
1549,22,23,1
246,10,13,0
1522,21,23,1
620,14,18,0
1650,20,24,1
569,15,15,0
1488,19,23,1
701,14,18,0
1945,23,24,1
421,14,16,0
1308,20,23,1
502,13,17,0
1980,21,24,1
751,17,19,0
1775,20,24,1
248,12,14,0
2144,24,24,1
467,12,18,0
1726,22,24,1
756,15,19,0
2097,23,24,1
986,17,20,0
2300,25,24,1
461,11,17,0
1677,22,23,1
831,16,20,0
1870,22,23,1
925,17,21,0
1781,23,23,1
696,16,19,0
1976,23,24,1
1151,20,20,0
1615,21,24,1
977,17,19,0
1981,23,23,1
670,15,18,0
2025,24,24,1
413,12,17,0
1726,22,23,1
255,10,16,0
1442,21,23,1
509,13,17,0
1928,23,24,1
754,16,18,0
1708,22,23,1
777,13,22,0
1501,20,23,1
230,11,13,0
1763,21,23,1
1082,16,22,0
1536,21,23,1
831,16,20,0
2090,24,24,1
953,15,21,0
1930,23,24,1
654,14,18,0
1586,22,22,1
814,14,21,0
1760,22,23,1
856,16,19,0
1475,20,23,1
180,9,14,0
1572,22,23,1
409,13,16,0
1854,23,24,1
897,15,21,0
1928,23,24,1
986,17,21,0
1450,21,24,1
325,12,15,0
1254,19,21,1
1099,18,22,0
1651,22,23,1
490,13,18,0
1855,21,24,1
811,14,20,0
1335,18,23,1
781,15,19,0
1913,23,24,1
1082,18,21,0
2300,25,24,1
570,13,19,0
1484,21,23,1
602,15,16,0
2115,24,24,1
876,17,20,0
1783,21,24,1
442,13,15,0
1656,22,23,1
832,17,20,0
1372,21,23,1
477,14,17,0
1147,19,22,1
505,14,17,0
1262,19,24,1
641,15,19,0
2002,23,24,1
1588,20,23,0
1577,22,22,1
585,13,19,0
2234,24,24,1
834,15,21,0
1973,22,24,1
684,12,21,0
2060,24,24,1
787,16,19,0
2255,24,24,1
666,16,17,0
1640,22,24,1
646,16,17,0
1739,22,24,1
905,17,20,0
2129,24,24,1
906,16,20,0
2090,24,24,1
467,12,18,0
1940,23,24,1
1029,17,23,0
1612,21,23,1
609,15,18,0
2027,24,24,1
555,13,18,0
2300,25,24,1
828,17,20,0
2102,24,24,1
1000,18,21,0
1706,21,23,1
632,14,19,0
994,19,21,1
724,14,21,0
2024,24,23,1
764,14,21,0
2047,23,24,1
1250,16,23,0
1852,23,24,1
615,14,18,0
1686,22,24,1
593,14,18,0
1577,22,23,1
566,15,18,0
1915,23,24,1
709,17,17,0
2300,25,24,1
809,17,19,0
1657,21,24,1
485,13,17,0
2102,24,24,1
682,17,16,0
1502,20,24,1
609,12,19,0
1742,22,23,1
955,18,20,0
1792,23,24,1
522,11,18,0
2031,22,24,1
532,13,16,0
2300,25,24,1
343,11,15,0
1783,23,24,1
567,14,17,0
1768,22,24,1
990,16,20,0
1802,23,24,1
797,17,18,0
1325,20,23,1
536,13,18,0
1726,21,24,1
620,16,18,0
2024,24,23,1
1017,18,19,0
1683,22,24,1
992,16,20,0
1767,22,24,1
451,11,18,0
2300,25,24,1
534,14,18,0
2102,24,24,1
508,13,17,0
2027,24,24,1
604,16,17,0
1778,22,23,1
1167,17,22,0
1843,23,24,1
485,12,17,0
1631,22,22,1
508,14,17,0
1523,21,22,1
469,13,16,0
1402,19,23,1
624,15,17,0
1938,22,24,1
519,12,18,0
1961,23,23,1
447,12,17,0
1500,21,22,1
552,13,19,0
2090,24,24,1
567,13,17,0
2030,24,24,1
651,15,19,0
1976,22,24,1
650,14,20,0
2034,24,24,1
587,15,21,0
1816,23,23,1
599,15,17,0
1596,22,22,1
563,12,19,0
1607,21,23,1
491,13,18,0
1554,19,24,1
751,15,19,0
1607,21,24,1
573,14,18,0
2024,24,23,1
495,12,19,0
2212,23,24,1
423,12,16,0
1844,22,24,1
707,16,19,0
1684,20,24,1
1293,20,20,0
1435,21,24,1
760,16,19,0
2024,24,23,1
597,13,18,0
1600,21,24,1
518,13,19,0
1806,22,24,1
718,15,19,0
1696,22,24,1
304,10,14,0
1677,22,23,1
750,13,19,0
2177,24,24,1
990,16,20,0
1549,22,24,1
391,11,16,0
1544,22,22,1
446,13,17,0
1757,22,24,1
465,13,17,0
1648,21,24,1
598,14,16,0
1816,22,24,1
427,13,17,0
1989,23,24,1
513,13,20,0
1684,22,23,1
910,16,19,0
1854,23,24,1
559,14,19,0
1799,23,23,1
592,15,17,0
2027,23,24,1
758,15,19,0
1699,22,24,1
984,17,20,0
1984,23,24,1
584,13,20,0
1384,20,22,1
532,13,17,0
1771,23,22,1
503,11,19,0
2069,24,24,1
717,16,18,0
2151,23,24,1
1277,20,20,0
1931,23,24,1
688,16,18,0
1755,22,24,1
589,16,16,0
1651,22,23,1
653,14,18,0
1696,22,24,1
623,14,18,0
1693,22,22,1
946,15,21,0
1939,23,24,1
662,14,18,0
1835,23,24,1
836,16,19,0
2079,24,24,1
588,15,18,0
1852,23,24,1
685,14,21,0
2030,24,24,1
649,16,16,0
2025,24,24,1
491,13,18,0
1781,23,23,1
613,13,18,0
1287,20,23,1
492,13,17,0
2107,23,24,1
815,14,20,0
1293,19,23,1
385,13,14,0
2255,24,24,1
353,12,15,0
2171,23,24,1
401,11,17,0
2027,24,24,1
557,14,18,0
2160,24,24,1
466,11,18,0
2045,24,24,1
753,15,21,0
1439,20,23,1
421,13,15,0
1565,21,23,1
506,14,16,0
1545,21,23,1
726,14,19,0
2029,23,24,1
699,14,20,0
1440,21,24,1
756,17,19,0
2195,24,24,1
742,16,18,0
1443,20,24,1
545,14,18,0
1568,21,23,1
602,14,20,0
1722,20,23,1
471,13,19,0
1907,23,23,1
843,15,19,0
2079,24,24,1
734,14,18,0
2090,24,24,1
1196,18,20,0
1822,23,24,1
570,14,17,0
1691,21,24,1
717,13,20,0
2160,24,24,1
513,12,17,0
1502,21,22,1
462,12,18,0
1813,23,24,1
1069,17,20,0
2024,24,23,1
529,12,18,0
2008,23,24,1
747,15,21,0
2034,24,24,1
488,14,16,0
1936,22,24,1
919,17,19,0
1858,23,24,1
397,13,15,0
2300,25,24,1
889,15,20,0
2039,24,24,1
424,13,18,0
2300,25,24,1
586,14,17,0
2195,24,24,1
1079,19,21,0
1718,22,24,1
473,11,18,0
1676,22,24,1
847,15,20,0
1889,22,24,1
706,14,20,0
1865,23,24,1
720,15,20,0
2300,25,24,1
991,17,21,0
1827,23,24,1
695,13,20,0
1571,21,23,1
332,12,16,0
1455,19,24,1
693,14,19,0
1748,22,24,1
492,13,16,0
2300,25,24,1
558,13,17,0
2255,24,24,1
614,15,19,0
1536,19,22,1
651,13,18,0
1875,21,24,1
436,13,16,0
1346,20,23,1
1309,20,22,0
1828,22,23,1
709,15,21,0
1495,21,24,1
712,14,19,0
2160,24,24,1
820,15,20,0
1535,21,23,1
611,14,19,0
1685,20,24,1
422,14,14,0
1672,21,24,1
590,13,17,0
1718,21,24,1
716,16,19,0
2027,24,24,1
886,16,19,0
2102,24,24,1
404,14,18,0
1523,19,24,1
432,12,18,0
1385,21,23,1
743,15,19,0
1810,22,24,1
837,15,20,0
1802,23,24,1
398,12,17,0
2255,24,24,1
670,16,19,0
1822,23,24,1
496,14,17,0
1586,22,23,1
645,15,19,0
1868,23,24,1
1246,17,22,0
1444,21,22,1
653,16,17,0
1513,20,24,1
327,10,15,0
2030,24,24,1
768,14,20,0
2255,24,24,1
437,13,15,0
1927,23,24,1
744,17,18,0
1646,22,23,1
969,17,19,0
2300,25,24,1
653,14,18,0
2195,24,24,1
641,16,18,0
1890,23,24,1
413,13,16,0
1849,23,23,1
823,15,20,0
2039,24,24,1
997,18,20,0
2079,24,24,1
662,13,19,0
2045,24,24,1
1291,19,21,0
1823,22,24,1
467,14,16,0
1601,22,24,1
766,16,20,0
2034,24,24,1
514,14,16,0
1883,22,24,1
584,13,19,0
1772,23,23,1
507,14,19,0
1945,23,24,1
370,11,16,0
2115,24,24,1
559,14,18,0
2039,24,24,1
779,15,20,0
2115,24,24,1
769,16,18,0
2069,24,24,1
944,18,20,0
1811,22,24,1
487,12,17,0
2300,25,24,1
664,15,18,0
1822,23,24,1
802,15,20,0
2017,22,24,1
1058,18,21,0
1948,22,24,1
677,14,20,0
1235,20,24,1
492,13,18,0
1757,22,24,1
391,14,15,0
1371,20,22,1
577,14,17,0
2300,25,24,1
960,16,21,0
1778,21,24,1
479,13,18,0
2300,25,24,1
971,18,21,0
2091,22,24,1
601,15,18,0
2152,23,24,1
483,11,18,0
2300,25,24,1
888,16,21,0
1632,22,22,1
1043,17,22,0
1686,22,23,1
829,14,20,0
1396,20,23,1
375,12,16,0
2300,25,24,1
418,14,17,0
1644,21,24,1
619,15,20,0
1481,21,22,1
1034,17,20,0
1907,23,23,1
419,13,16,0
2300,25,24,1
732,17,18,0
1771,23,22,1
984,18,20,0
1225,19,23,1
664,16,17,0
2030,24,24,1
676,12,20,0
1502,21,23,1
686,15,19,0
1625,22,24,1
937,15,20,0
1785,22,23,1
718,14,20,0
1485,20,23,1
1126,18,21,0
938,18,23,1
384,13,17,0
1971,23,24,1
489,14,16,0
1585,22,24,1
373,11,16,0
1974,22,24,1
576,13,18,0
1805,22,24,1
1142,19,22,0
1828,22,24,1
431,11,18,0
1477,20,23,1
570,13,17,0
1590,22,23,1
558,14,19,0
1739,22,24,1
617,13,19,0
1775,22,24,1
483,14,17,0
1934,21,24,1
280,11,14,0
1733,22,24,1
825,16,18,0
1665,21,24,1
1260,19,22,0
1953,23,24,1
874,15,20,0
1753,21,24,1
447,13,15,0
2300,25,24,1
468,11,17,0
1719,21,24,1
833,16,21,0
1955,22,24,1
477,14,15,0
1898,23,24,1
608,15,18,0
1781,23,23,1
420,12,17,0
2300,25,24,1
797,14,20,0
1560,19,24,1
561,13,19,0
2024,24,23,1
633,14,18,0
2277,24,24,1
271,10,15,0
1429,21,24,1
857,16,21,0
2160,24,24,1
437,11,18,0
1798,23,24,1
1119,19,21,0
2024,24,23,1
305,11,16,0
1580,22,23,1
625,16,18,0
1940,22,23,1
623,14,18,0
1289,19,24,1
681,14,18,0
1121,19,21,1
892,16,19,0
1215,19,22,1
704,16,18,0
1968,22,24,1
619,16,18,0
2039,24,24,1
438,12,18,0
2024,24,24,1
660,15,18,0
1910,21,24,1
686,16,18,0
1473,21,23,1
459,13,19,0
2277,24,24,1
498,11,17,0
1340,20,23,1
1533,20,22,0
2027,24,24,1
468,14,15,0
1661,21,24,1
686,15,19,0
2024,24,23,1
726,15,17,0
1695,22,24,1
869,15,22,0
1852,23,24,1
667,13,20,0
1343,21,23,1
791,16,20,0
2300,25,24,1
682,15,18,0
1973,23,24,1
759,17,19,0
1982,23,24,1
487,14,16,0
1739,22,24,1
357,11,14,0
1607,22,23,1
604,15,19,0
1577,21,24,1
750,16,20,0
1779,21,23,1
660,15,18,0
1907,23,23,1
376,10,16,0
1952,22,24,1
545,13,19,0
1604,22,23,1
824,16,19,0
1445,21,24,1
847,16,20,0
1397,19,23,1
613,15,18,0
1907,23,23,1
637,14,19,0
1851,22,24,1
404,11,16,0
2300,25,24,1
547,14,17,0
2030,24,24,1
549,14,17,0
1910,23,24,1
485,15,18,0
1862,23,24,1
757,15,19,0
1457,19,23,1
503,13,16,0
1188,20,22,1
493,13,17,0
1678,22,23,1
1179,18,21,0
1390,19,23,1
948,15,21,0
1879,22,24,1
583,14,17,0
2030,24,24,1
469,12,18,0
1685,22,24,1
594,13,18,0
1537,20,24,1
461,12,16,0
1217,19,24,1
1139,19,21,0
2008,23,24,1
1092,19,22,0
1981,22,24,1
657,16,18,0
1753,22,23,1
373,12,15,0
1737,21,24,1
822,17,20,0
2027,24,24,1
1338,20,21,0
1921,23,24,1
904,16,21,0
1162,18,22,1
648,15,17,0
1876,23,23,1
838,16,20,0
1340,21,22,1
1035,17,21,0
1940,22,23,1
807,16,18,0
1967,23,24,1
532,13,18,0
2023,23,24,1
375,13,15,0
1822,23,24,1
386,10,16,0
1582,22,23,1
999,18,19,0
1556,22,24,1
603,13,20,0
1957,23,24,1
1202,18,23,0
1294,18,23,1
548,13,17,0
1542,21,24,1
538,13,18,0
1595,22,22,1
521,12,18,0
1942,23,24,1
939,16,20,0
2090,24,24,1
657,16,17,0
1783,23,24,1
552,14,19,0
1559,20,24,1
1040,18,20,0
1325,20,23,1
491,14,17,0
2034,24,24,1
787,16,19,0
1774,23,23,1
313,10,15,0
2277,24,24,1
775,17,17,0
1796,22,23,1
521,15,17,0
1678,21,23,1
725,14,19,0
2024,24,23,1
769,16,20,0
1781,22,24,1
1060,18,21,0
1852,21,24,1
248,9,15,0
1852,23,24,1
761,16,17,0
2300,25,24,1
626,14,19,0
2195,24,24,1
496,15,17,0
1627,22,24,1
614,15,17,0
1922,22,24,1
815,14,20,0
1369,21,22,1
420,13,18,0
1855,23,24,1
523,13,18,0
1925,23,24,1
702,15,17,0
1822,23,24,1
461,12,16,0
1942,23,24,1
348,13,15,0
1540,22,21,1
555,15,17,0
1601,21,23,1
713,17,17,0
1742,21,24,1
331,11,17,0
1616,22,23,1
741,14,21,0
1847,21,24,1
722,15,19,0
1777,23,23,1
673,14,18,0
1907,22,24,1
460,12,17,0
1802,23,24,1
690,15,19,0
1801,22,24,1
707,16,18,0
2192,23,24,1
405,11,17,0
1668,19,24,1
345,13,15,0
1668,21,24,1
590,14,18,0
1793,23,24,1
492,13,18,0
2115,24,24,1
758,14,20,0
1735,22,24,1
353,10,15,0
1888,22,24,1
962,18,21,0
1547,22,22,1
416,14,15,0
1891,23,23,1
525,14,19,0
2300,25,24,1
694,16,20,0
1363,18,24,1
449,14,15,0
1574,21,24,1
350,12,15,0
1816,23,23,1
467,11,16,0
1367,19,23,1
300,11,15,0
2191,23,24,1
857,16,20,0
2300,25,24,1
670,15,18,0
2052,24,24,1
775,16,20,0
1774,23,23,1
595,14,17,0
2027,24,24,1
969,17,21,0
1170,20,22,1
411,10,17,0
1561,20,24,1
737,15,19,0
2129,24,24,1
329,11,13,0
1255,19,24,1
843,15,19,0
1682,22,23,1
1082,18,22,0
1943,23,24,1
723,13,21,0
1602,21,24,1
767,16,19,0
2051,22,24,1
1173,19,21,0
2277,24,24,1
563,15,18,0
2025,24,24,1
789,17,17,0
1658,20,23,1
636,16,18,0
2195,24,24,1
585,14,17,0
1744,21,24,1
343,11,15,0
2060,24,24,1
554,15,16,0
1979,23,24,1
423,13,18,0
1482,20,24,1
532,13,17,0
1709,22,23,1
435,12,14,0
1486,20,24,1
492,13,17,0
1573,22,24,1
676,15,19,0
2277,24,24,1
544,14,17,0
1875,22,24,1
859,15,20,0
2300,25,24,1
297,11,15,0
1852,22,24,1
785,17,17,0
1787,22,24,1
421,12,17,0
1707,21,24,1
390,10,17,0
2195,24,24,1
751,15,19,0
1793,22,24,1
767,17,18,0
1981,23,23,1
693,14,18,0
1772,22,24,1
1060,18,19,0
1558,20,24,1
602,15,18,0
1595,22,22,1
1036,18,20,0
2300,25,24,1
887,16,20,0
1399,20,24,1
1034,19,20,0
2255,24,24,1
637,13,19,0
1613,21,23,1
807,17,18,0
1887,22,24,1
361,13,15,0
1551,22,22,1
526,12,18,0
1766,22,24,1
498,12,17,0
2052,24,24,1
608,15,17,0
2030,24,24,1
1352,20,23,0
2060,24,24,1
543,14,16,0
2277,24,24,1
598,14,17,0
1312,20,24,1
396,13,15,0
1891,23,23,1
482,12,18,0
2300,25,24,1
552,12,17,0
1520,20,23,1
464,11,18,0
1439,20,23,1
816,14,20,0
2015,23,24,1
1125,17,21,0
1962,23,24,1
855,18,20,0
1345,20,24,1
798,15,21,0
1486,21,23,1
550,14,18,0
1942,23,24,1
305,10,16,0
1882,22,23,1
788,14,19,0
1721,22,23,1
649,13,19,0
2081,23,24,1
548,12,18,0
2024,24,24,1
633,13,19,0
1546,19,24,1
677,15,18,0
2214,24,24,1
450,14,16,0
1771,23,23,1
825,14,21,0
2300,25,24,1
814,16,21,0
1296,19,24,1
1085,19,20,0
1988,22,24,1
653,15,17,0
1849,22,24,1
725,15,19,0
1997,21,24,1
859,17,21,0
1599,22,24,1
619,14,20,0
2090,24,24,1
783,16,20,0
2129,24,24,1
1082,17,22,0
1777,23,23,1
515,12,17,0
1518,20,23,1
279,12,16,0
2173,23,24,1
1007,17,20,0
1673,22,23,1
183,8,13,0
1986,22,24,1
770,16,18,0
2011,22,24,1
695,13,19,0
1738,22,23,1
486,13,17,0
2039,24,24,1
775,15,21,0
2057,23,24,1
1067,17,21,0
1428,20,23,1
979,17,21,0
1891,23,23,1
596,14,16,0
1667,22,23,1
606,15,18,0
1765,22,23,1
1187,18,21,0
2034,24,24,1
437,13,18,0
2005,23,24,1
1346,17,22,0
2144,24,24,1
731,15,19,0
1969,23,24,1
371,10,16,0
2300,25,24,1
491,14,17,0
1862,23,23,1
899,16,20,0
1541,21,23,1
825,17,19,0
2052,24,24,1
1365,18,22,0
1571,20,24,1
958,17,20,0
1291,20,23,1
812,15,20,0
1767,22,24,1
755,17,18,0
1494,21,23,1
773,15,19,0
1552,21,23,1
671,16,17,0
1539,21,24,1
601,14,18,0
2171,23,24,1
624,14,20,0
2043,23,24,1
971,16,20,0
1901,22,23,1
588,13,20,0
2008,23,24,1
717,15,18,0
1443,20,23,1
612,15,18,0
2034,24,24,1
421,13,17,0
1871,22,24,1
720,16,18,0
2030,24,24,1
1136,19,21,0
1635,20,24,1
433,12,17,0
1907,23,24,1
715,14,21,0
1876,23,23,1
660,14,18,0
1548,20,24,1
389,11,16,0
1365,21,22,1
582,15,18,0
1647,22,23,1
1091,17,20,0
1745,22,24,1
405,13,14,0
1750,22,22,1
718,14,21,0
1746,22,24,1
439,11,17,0
1541,22,22,1
460,14,18,0
1904,23,24,1
990,18,22,0
1751,22,24,1
682,14,19,0
2034,24,24,1
714,15,18,0
2115,24,24,1
510,14,18,0
2002,23,23,1
771,15,20,0
1631,22,24,1
493,11,18,0
2102,24,24,1
267,11,14,0
1419,21,23,1
923,16,20,0
1780,23,24,1
919,18,21,0
2090,24,24,1
624,13,19,0
1823,21,24,1
657,14,21,0
1890,22,24,1
519,12,18,0
2079,24,24,1
613,15,18,0
1596,22,23,1
328,10,15,0
1694,22,24,1
521,12,19,0
2030,24,24,1
1585,22,22,0
1779,22,24,1
782,14,20,0
2300,25,24,1
391,13,17,0
1437,21,24,1
781,15,19,0
2093,22,24,1
945,15,22,0
2300,25,24,1
408,12,18,0
1700,20,24,1
647,14,18,0
1706,21,23,1
1223,18,23,0
1573,21,23,1
661,12,21,0
1787,22,24,1
1083,17,22,0
1789,23,24,1
753,15,18,0
1838,23,24,1
835,16,20,0
1829,22,23,1
415,11,17,0
1881,21,24,1
644,14,20,0
1978,21,24,1
869,15,21,0
2144,24,24,1
474,13,16,0
1945,23,24,1
885,16,20,0
1773,23,24,1
699,16,19,0
1415,19,23,1
720,16,19,0
1480,21,23,1
986,18,19,0
2027,24,24,1
856,17,20,0
1584,20,24,1
656,15,19,0
2300,25,24,1
881,18,20,0
2095,23,24,1
800,15,19,0
2160,24,24,1
640,14,19,0
1789,22,24,1
667,13,19,0
1756,22,24,1
751,16,19,0
1856,22,23,1
644,15,19,0
1592,21,24,1
384,12,16,0
1388,20,22,1
706,15,18,0
1828,22,24,1
307,11,15,0
1922,22,24,1
826,18,18,0
