n_triangles,chromatic_number,max_deg,class
114782,84,99,1
49459,56,77,0
126397,87,97,1
36900,53,69,0
127978,88,97,1
40753,48,75,0
103380,80,96,1
38872,51,75,0
125386,89,97,1
43803,49,78,0
104637,85,94,1
54782,60,80,0
100572,81,95,1
40618,49,73,0
118176,88,95,1
54601,54,80,0
125542,90,99,1
56156,59,79,0
117850,84,97,1
51258,56,76,0
138707,92,98,1
41586,55,77,0
127736,90,99,1
54686,58,80,0
138246,91,98,1
39126,51,75,0
139386,93,98,1
40173,56,73,0
118536,87,99,1
60088,56,83,0
128752,90,97,1
47257,52,75,0
133918,88,98,1
55608,64,79,0
122706,88,98,1
49701,56,79,0
136172,92,96,1
27828,45,66,0
117529,87,99,1
44884,58,77,0
117133,84,97,1
49721,59,76,0
124931,88,97,1
40378,50,74,0
132477,91,95,1
37692,51,73,0
122398,89,97,1
42924,51,75,0
139503,94,99,1
40262,49,74,0
123387,89,97,1
29289,46,65,0
139385,91,99,1
35886,50,75,0
105407,84,92,1
56676,57,79,0
110304,84,98,1
62400,65,78,0
130552,88,99,1
79382,74,87,0
124930,90,97,1
58863,61,82,0
119575,89,96,1
32237,48,73,0
124165,87,98,1
26358,48,64,0
133140,91,97,1
41521,51,73,0
128566,89,97,1
46404,56,78,0
120325,81,98,1
61742,58,80,0
133680,92,97,1
46370,51,78,0
130984,90,98,1
48823,59,76,0
136648,93,98,1
50150,59,79,0
125720,90,97,1
43889,55,77,0
106310,82,97,1
39569,55,72,0
102554,81,95,1
44514,54,74,0
136055,92,97,1
55224,60,78,0
118464,86,96,1
38666,51,76,0
127237,89,98,1
44826,59,74,0
117334,89,96,1
45407,50,75,0
119499,88,98,1
37928,54,73,0
127065,88,98,1
48502,53,77,0
113698,87,96,1
63612,65,86,0
137888,94,95,1
43637,50,77,0
131781,91,99,1
60518,60,81,0
124991,87,96,1
49424,54,78,0
123521,89,98,1
36293,48,73,0
120210,90,96,1
47075,54,77,0
125539,88,99,1
58060,63,81,0
130531,91,99,1
33241,50,68,0
120687,87,97,1
39781,49,74,0
123565,86,97,1
36378,45,73,0
130215,90,98,1
43310,59,74,0
146771,95,99,1
53857,58,78,0
119893,87,99,1
47697,53,79,0
137729,93,97,1
48416,54,78,0
114749,83,98,1
50341,55,78,0
128132,87,98,1
42843,55,74,0
122184,88,97,1
42639,52,72,0
126891,89,98,1
50534,60,77,0
131763,89,99,1
36623,54,70,0
130547,92,99,1
40731,51,76,0
120391,87,96,1
48073,55,77,0
143715,94,98,1
58348,60,80,0
119129,85,97,1
44149,53,76,0
126806,87,97,1
37712,48,71,0
122720,89,96,1
55468,59,81,0
123773,87,99,1
55255,57,82,0
132289,92,97,1
35865,48,75,0
119331,86,97,1
48078,57,77,0
125661,89,98,1
65881,60,87,0
135970,91,98,1
67798,63,83,0
134734,93,97,1
46944,56,76,0
102406,83,96,1
58575,64,80,0
132233,92,96,1
38684,52,73,0
127638,87,97,1
40153,56,72,0
144944,88,99,1
33356,47,69,0
110552,85,96,1
46689,54,71,0
151858,94,99,1
44595,57,74,0
113870,85,96,1
34107,49,73,0
123352,89,99,1
42191,54,72,0
130259,87,98,1
39652,49,74,0
137161,91,99,1
49673,58,77,0
117493,85,99,1
65837,63,83,0
123420,88,97,1
41983,51,77,0
114428,85,96,1
52014,59,75,0
127049,89,98,1
44878,57,75,0
127919,87,99,1
35445,46,73,0
135509,91,99,1
42430,53,76,0
132043,90,99,1
29439,44,71,0
125986,87,98,1
35746,44,69,0
127308,88,98,1
46834,55,74,0
126796,88,98,1
49816,60,77,0
124287,87,98,1
36849,48,74,0
127183,87,99,1
40933,59,75,0
137385,94,97,1
55549,61,78,0
124813,89,97,1
40451,53,73,0
103705,84,95,1
45476,55,75,0
112983,83,99,1
35173,50,68,0
142919,94,99,1
60918,56,82,0
131225,91,97,1
46737,55,78,0
123519,89,98,1
35392,47,72,0
135099,92,96,1
56128,56,79,0
122345,88,97,1
46683,55,78,0
126458,90,98,1
45871,54,75,0
120755,89,98,1
57217,59,81,0
114043,84,96,1
52201,58,78,0
125507,90,97,1
58535,60,78,0
130619,89,98,1
46596,59,75,0
109604,82,96,1
52236,57,78,0
127841,90,97,1
34501,47,72,0
112957,87,95,1
54884,57,79,0
117070,87,96,1
42005,49,75,0
117269,87,95,1
32938,45,68,0
118141,84,97,1
36783,55,69,0
109315,80,96,1
39864,49,74,0
112255,86,98,1
52004,59,79,0
125227,87,98,1
52129,59,78,0
138256,93,99,1
46042,57,78,0
139828,94,99,1
58201,61,80,0
129085,90,98,1
45631,53,78,0
100974,82,94,1
43119,52,75,0
130312,90,97,1
32283,51,66,0
124434,86,98,1
45977,56,74,0
119616,87,98,1
48860,54,75,0
112449,87,97,1
51801,58,77,0
130102,91,96,1
48492,59,75,0
124076,89,98,1
35941,50,71,0
101487,82,97,1
51975,59,79,0
122881,85,98,1
44275,57,73,0
116782,86,94,1
44054,55,73,0
123615,89,99,1
52823,60,77,0
123441,87,98,1
49883,59,81,0
121271,89,97,1
45362,53,75,0
126777,88,96,1
42724,58,73,0
132538,93,97,1
54446,57,81,0
122098,89,98,1
49110,58,74,0
135073,90,97,1
50468,57,77,0
116225,88,94,1
32253,47,68,0
108209,82,93,1
38108,46,72,0
119506,88,96,1
44021,54,76,0
146005,96,97,1
51389,63,78,0
131608,89,99,1
55785,62,76,0
125449,91,98,1
49997,54,77,0
125811,90,98,1
38968,51,73,0
112801,87,97,1
35780,49,71,0
130238,90,97,1
54064,59,77,0
135001,92,97,1
52282,54,82,0
128520,85,99,1
37962,50,74,0
104979,82,97,1
49373,55,79,0
123705,89,97,1
60978,63,84,0
132414,89,98,1
53565,60,75,0
129432,91,97,1
31806,44,64,0
119080,88,97,1
42079,51,71,0
111712,86,96,1
40023,54,75,0
109370,83,95,1
40849,51,78,0
128430,86,98,1
46841,55,76,0
115228,86,98,1
53678,53,81,0
111867,85,97,1
47615,58,80,0
140860,92,99,1
39775,50,73,0
132400,90,98,1
32072,46,68,0
132132,89,99,1
42842,55,77,0
141287,91,99,1
49243,59,74,0
138202,92,98,1
46688,52,75,0
141204,94,98,1
51976,57,81,0
134038,90,99,1
53094,58,83,0
140648,92,98,1
35871,54,64,0
121321,86,97,1
46150,55,73,0
111592,84,97,1
36674,43,73,0
140181,91,98,1
59444,62,78,0
118396,86,98,1
48764,55,79,0
128423,89,99,1
53112,58,78,0
112491,85,97,1
42087,53,71,0
128924,86,97,1
44367,53,80,0
122080,85,98,1
48258,58,78,0
126458,92,96,1
38660,51,73,0
117691,88,96,1
40655,51,73,0
132822,91,99,1
41065,54,72,0
110951,86,97,1
58705,63,76,0
126906,90,98,1
31959,48,68,0
119014,86,99,1
46384,53,77,0
118302,87,96,1
35130,54,67,0
122508,86,98,1
43854,54,73,0
130690,91,99,1
38404,49,75,0
120106,84,95,1
44726,52,75,0
126279,89,95,1
38957,55,68,0
119168,86,98,1
55355,60,81,0
121829,88,97,1
47199,58,76,0
142030,93,99,1
42183,52,75,0
143365,95,99,1
49060,57,77,0
128397,87,98,1
43705,54,77,0
124430,87,99,1
52239,55,80,0
121350,88,97,1
46234,59,75,0
133630,91,97,1
66944,64,84,0
128931,89,97,1
55162,64,83,0
127457,88,98,1
46375,49,79,0
120295,87,97,1
57362,59,83,0
130907,90,97,1
55018,59,84,0
126285,89,97,1
46223,58,74,0
127966,86,96,1
38469,48,74,0
114308,85,95,1
45724,55,73,0
117071,87,96,1
56098,66,80,0
106127,79,96,1
43877,58,77,0
129188,91,98,1
50871,63,77,0
129193,87,98,1
54134,60,78,0
135591,90,99,1
38720,49,71,0
138983,91,97,1
45533,57,74,0
133574,90,96,1
65154,62,84,0
143987,92,99,1
52917,56,82,0
112619,82,96,1
46088,59,77,0
122105,88,96,1
47107,57,78,0
121696,89,99,1
45519,52,75,0
115908,86,97,1
38710,48,72,0
147363,95,99,1
49662,58,79,0
144182,95,99,1
54976,58,77,0
123120,89,97,1
45469,56,75,0
124751,89,97,1
47085,58,76,0
129312,89,98,1
44919,50,75,0
127504,88,99,1
49057,57,74,0
147002,96,99,1
61386,58,84,0
135907,89,99,1
44302,57,73,0
121667,88,98,1
41747,50,73,0
121370,87,98,1
42282,58,76,0
127878,90,97,1
30907,45,69,0
136209,93,99,1
33234,50,73,0
134860,93,99,1
46542,54,75,0
118546,86,98,1
47116,54,79,0
136556,89,99,1
42333,57,69,0
107384,84,98,1
48225,52,77,0
121333,89,96,1
34091,47,71,0
126604,91,98,1
62432,61,82,0
137178,93,98,1
53015,56,81,0
142507,93,98,1
51586,57,80,0
138687,94,99,1
52642,60,79,0
116484,84,96,1
46225,54,76,0
121046,87,96,1
54576,65,78,0
142686,94,99,1
49251,58,79,0
123047,88,98,1
36391,52,74,0
126066,89,95,1
37286,53,68,0
129567,87,98,1
55219,52,84,0
115225,87,98,1
52440,59,75,0
123961,88,97,1
33006,51,67,0
106194,84,95,1
51753,59,80,0
129644,89,99,1
39315,48,75,0
137501,93,97,1
40936,54,71,0
109625,86,97,1
66530,64,82,0
127013,87,98,1
37088,54,75,0
144157,94,98,1
33709,49,70,0
125356,91,96,1
57628,63,79,0
126179,87,97,1
49109,59,77,0
112772,83,97,1
48013,49,79,0
130842,90,98,1
49887,57,80,0
141997,94,98,1
51085,58,79,0
129008,91,98,1
41638,56,72,0
117103,84,97,1
30574,46,69,0
127967,91,97,1
43723,58,74,0
129803,91,99,1
43736,55,76,0
129540,87,98,1
36971,49,71,0
127853,90,96,1
41162,52,74,0
132334,89,99,1
39489,50,74,0
130016,89,98,1
37671,54,69,0
124007,88,97,1
48493,57,77,0
139395,93,97,1
45912,52,78,0
117812,84,99,1
41016,51,75,0
130568,90,98,1
48216,57,77,0
131286,86,98,1
53009,60,79,0
128648,89,99,1
62417,66,82,0
121961,86,98,1
54023,58,78,0
126724,88,98,1
42956,54,75,0
119394,86,97,1
31095,50,66,0
149072,97,98,1
37623,45,75,0
115952,84,97,1
43519,53,76,0
113402,84,97,1
36534,49,75,0
125710,86,98,1
45923,60,73,0
124151,85,98,1
54658,54,80,0
132689,92,98,1
43338,58,73,0
117357,87,98,1
48511,54,79,0
126895,89,98,1
67533,63,83,0
122079,87,99,1
62142,64,81,0
119401,89,99,1
33660,47,70,0
123428,90,96,1
39404,53,74,0
144552,93,99,1
40264,47,77,0
147027,96,98,1
38589,47,75,0
132067,91,97,1
43594,57,76,0
144640,93,99,1
40648,56,73,0
124603,88,99,1
46954,50,78,0
145325,96,99,1
46858,55,75,0
135477,91,99,1
48111,56,77,0
128255,89,96,1
38331,52,73,0
105339,84,97,1
67638,69,84,0
133452,92,97,1
47067,53,74,0
124577,88,97,1
48846,57,78,0
114587,86,99,1
39365,50,72,0
119777,86,97,1
38596,52,72,0
116721,86,96,1
46504,51,77,0
137666,91,99,1
41184,48,71,0
134154,89,99,1
42688,54,74,0
120439,86,98,1
47910,57,75,0
132665,91,98,1
42465,56,75,0
115513,84,97,1
45474,53,78,0
140631,94,98,1
41224,53,72,0
126498,91,98,1
56964,62,81,0
141131,92,99,1
73705,64,88,0
130268,88,99,1
48910,61,75,0
125367,88,96,1
40953,49,79,0
115469,84,98,1
47051,57,76,0
120834,87,95,1
35996,51,71,0
129897,90,99,1
49299,53,79,0
121438,87,98,1
48050,54,76,0
125003,88,99,1
54687,59,77,0
111336,85,97,1
35140,47,69,0
142557,95,99,1
42097,53,75,0
143408,92,99,1
49417,55,79,0
143868,92,99,1
42237,54,72,0
122379,85,97,1
42388,51,74,0
135567,93,98,1
44754,52,80,0
129664,91,97,1
52977,57,80,0
126926,91,98,1
42547,51,76,0
121704,87,97,1
36324,54,72,0
113560,86,96,1
43693,57,74,0
125781,88,97,1
43092,49,78,0
137654,92,97,1
54541,58,79,0
127667,89,98,1
47364,60,75,0
135007,92,98,1
37334,45,70,0
116338,83,99,1
30236,51,62,0
130516,89,99,1
57670,62,78,0
128235,92,97,1
47582,58,76,0
145214,93,98,1
47069,57,77,0
113265,84,95,1
37618,52,72,0
127033,90,97,1
50802,57,78,0
138444,93,98,1
47158,54,76,0
103518,79,95,1
46696,49,75,0
140321,94,99,1
40173,54,75,0
137419,93,99,1
56851,59,82,0
137331,90,98,1
45435,48,77,0
118033,85,96,1
33002,49,71,0
112846,84,99,1
36253,45,70,0
122962,87,98,1
47102,56,76,0
121630,88,98,1
56051,53,80,0
116681,87,96,1
49537,53,77,0
137600,91,98,1
51854,57,80,0
122327,87,96,1
43914,53,79,0
137279,90,99,1
39058,48,72,0
134121,90,97,1
45923,58,81,0
125688,88,98,1
31496,46,68,0
129123,88,99,1
44783,54,77,0
119224,85,98,1
44876,54,77,0
106359,83,96,1
32058,51,65,0
141830,92,98,1
39420,52,79,0
105894,81,97,1
35257,51,72,0
151714,96,99,1
48157,56,76,0
118816,86,96,1
39517,56,72,0
129845,91,98,1
52678,54,81,0
143095,92,99,1
39948,53,71,0
108062,83,94,1
34575,52,71,0
125609,89,98,1
44344,53,79,0
102393,80,96,1
34603,54,66,0
125805,86,98,1
45324,55,74,0
126773,89,97,1
45110,54,74,0
142858,95,99,1
43913,53,75,0
130001,89,99,1
47513,53,76,0
125164,89,98,1
42009,57,73,0
135004,89,98,1
38770,51,72,0
111426,83,96,1
38278,52,71,0
126262,90,97,1
41672,54,73,0
128854,89,98,1
40662,56,71,0
134804,91,97,1
37817,57,67,0
127971,89,96,1
52312,58,80,0
144527,93,98,1
41489,53,72,0
121273,87,97,1
32417,51,67,0
123197,89,98,1
67436,63,83,0
114800,86,97,1
32779,48,67,0
114639,84,94,1
48562,54,75,0
126812,87,96,1
60939,60,83,0
131186,89,98,1
38127,51,72,0
135400,93,98,1
43879,54,75,0
121509,89,96,1
42734,52,77,0
115927,85,97,1
49155,53,80,0
145830,94,99,1
46785,58,73,0
119867,85,99,1
43239,52,76,0
132040,90,97,1
45722,56,79,0
123704,89,99,1
25326,47,62,0
141662,92,99,1
43832,51,78,0
134982,92,99,1
45135,55,74,0
127022,88,95,1
56725,61,79,0
127880,92,97,1
56163,60,78,0
120204,85,98,1
35762,48,70,0
151312,96,99,1
53961,58,80,0
138674,93,98,1
60699,60,83,0
113002,84,99,1
54089,62,80,0
133873,93,99,1
44206,50,76,0
139863,91,98,1
40559,49,75,0
118168,89,97,1
54437,58,78,0
123550,86,99,1
41272,55,76,0
127491,89,99,1
47660,58,75,0
131632,88,98,1
63145,67,78,0
119633,84,99,1
40354,56,76,0
134887,91,98,1
44722,59,77,0
109813,86,94,1
52395,58,80,0
145417,95,99,1
57952,58,83,0
129145,88,98,1
52226,61,80,0
129652,91,97,1
52420,59,77,0
110036,84,96,1
51107,63,78,0
126412,87,98,1
35377,52,71,0
144875,95,98,1
47104,55,77,0
138822,94,99,1
49337,54,74,0
131735,91,97,1
60339,64,81,0
136685,93,98,1
33362,52,67,0
126186,88,98,1
56311,58,79,0
124467,89,99,1
55460,60,79,0
127632,89,98,1
41318,52,75,0
127947,90,98,1
44932,53,74,0
108575,84,94,1
53738,60,78,0
150172,96,99,1
57801,63,84,0
120547,87,97,1
40138,51,76,0
124248,88,99,1
35425,53,73,0
106951,82,98,1
47589,57,75,0
123283,87,99,1
34726,53,67,0
120273,88,97,1
58782,63,79,0
128348,90,99,1
27536,45,63,0
128923,91,97,1
33313,48,72,0
126118,89,97,1
33793,47,67,0
128841,90,97,1
44439,50,79,0
140296,93,99,1
43084,58,70,0
123558,89,97,1
50798,55,77,0
138716,94,97,1
50798,59,78,0
150708,95,99,1
46200,52,79,0
126491,87,98,1
44501,60,71,0
111279,82,96,1
41412,51,73,0
130675,91,97,1
44729,59,72,0
123314,85,95,1
43131,52,77,0
121501,88,98,1
35421,54,66,0
134190,91,98,1
46491,54,78,0
125171,88,98,1
47210,59,75,0
125298,90,97,1
53684,59,80,0
119111,86,98,1
42648,48,74,0
140848,94,98,1
53199,60,77,0
123202,88,97,1
36568,46,75,0
113417,85,96,1
55727,60,82,0
134345,92,98,1
43282,53,74,0
134982,89,99,1
42747,54,74,0
132583,90,99,1
62508,60,84,0
130281,90,99,1
50480,58,76,0
125497,88,96,1
44972,56,74,0
119398,86,98,1
43837,52,75,0
122240,86,98,1
43652,57,74,0
135573,92,99,1
49063,54,78,0
128863,91,99,1
47994,59,78,0
130710,90,98,1
48350,57,77,0
128820,92,99,1
35339,46,70,0
137232,92,98,1
54890,59,79,0
128311,90,99,1
31564,49,72,0
122437,88,99,1
38582,41,74,0
89860,78,95,1
56861,60,79,0
125354,88,98,1
40653,49,77,0
135734,91,99,1
47213,55,76,0
122736,89,99,1
43146,52,76,0
128004,91,98,1
45731,57,75,0
129089,90,96,1
47053,59,76,0
111327,83,96,1
42032,54,72,0
139416,92,99,1
42891,48,75,0
131708,89,97,1
56097,62,80,0
134855,91,97,1
44504,49,79,0
135413,93,97,1
48300,54,76,0
98488,80,97,1
59753,51,86,0
104314,85,96,1
52649,62,78,0
132521,89,98,1
52811,58,81,0
128165,88,97,1
67715,65,82,0
133723,89,98,1
40272,54,70,0
116920,85,98,1
54249,54,79,0
106052,83,97,1
29734,50,66,0
126088,90,94,1
45151,54,76,0
115731,87,95,1
52299,59,82,0
138440,93,98,1
62130,60,80,0
112592,83,99,1
50082,58,74,0
128865,90,96,1
40278,52,70,0
112548,87,95,1
55828,59,81,0
124194,87,98,1
55736,61,77,0
124932,87,98,1
51346,60,75,0
132870,92,99,1
37071,52,73,0
113643,87,95,1
47531,53,78,0
131083,92,98,1
40963,53,69,0
133119,92,97,1
42028,60,71,0
135227,91,98,1
51377,59,79,0
122388,85,97,1
45830,51,78,0
149093,95,98,1
46028,57,75,0
112730,87,97,1
37983,52,71,0
130363,89,98,1
51994,57,80,0
111307,84,93,1
38881,52,69,0
126455,89,99,1
34982,48,74,0
97069,80,94,1
51031,60,79,0
142924,92,99,1
44356,53,78,0
138558,93,97,1
34457,46,70,0
120184,88,98,1
46319,55,78,0
122769,88,98,1
65910,58,84,0
130870,89,99,1
42296,48,75,0
117217,86,96,1
36233,50,71,0
129727,87,96,1
43419,54,79,0
136652,91,98,1
48806,56,75,0
131422,92,99,1
41306,53,75,0
102589,78,97,1
61931,66,81,0
120022,85,96,1
47572,59,74,0
131495,90,97,1
51612,56,78,0
135553,93,99,1
62185,63,81,0
145210,94,99,1
48241,56,78,0
138215,91,99,1
34867,54,67,0
123514,86,96,1
49901,56,81,0
138376,90,99,1
45668,59,73,0
126249,86,98,1
43471,53,74,0
126394,85,97,1
34787,54,72,0
124722,87,99,1
47764,59,74,0
129648,89,98,1
63589,59,85,0
125081,88,99,1
49097,56,76,0
123456,89,96,1
50874,55,82,0
127235,88,99,1
37042,47,73,0
113697,86,98,1
51873,63,78,0
118989,87,97,1
45995,59,76,0
141146,91,99,1
45809,52,78,0
141629,93,98,1
42033,54,74,0
144211,95,98,1
47538,55,76,0
130602,88,99,1
46266,58,79,0
129204,88,99,1
43274,59,71,0
123853,87,96,1
39600,49,76,0
131800,88,98,1
60318,63,81,0
131356,87,99,1
37579,51,70,0
125028,88,99,1
48985,61,81,0
103252,82,97,1
46137,56,77,0
128388,91,97,1
49427,58,79,0
112710,83,98,1
42968,53,73,0
117842,87,96,1
31496,50,68,0
125933,89,97,1
48023,55,79,0
116668,86,95,1
37339,53,72,0
135347,91,99,1
42110,51,76,0
132848,90,97,1
51237,53,78,0
129655,89,98,1
47442,58,74,0
128867,92,98,1
39063,54,70,0
133386,88,99,1
46171,57,72,0
115384,87,97,1
51283,54,83,0
135866,94,97,1
43262,53,74,0
120724,85,97,1
35394,48,74,0
122709,89,96,1
39107,48,74,0
130260,88,98,1
43115,52,74,0
112606,82,98,1
42238,51,73,0
109675,82,96,1
47606,52,77,0
125878,90,98,1
48127,60,75,0
106396,84,97,1
39111,50,75,0
113798,85,94,1
51286,57,76,0
117218,82,97,1
46617,55,73,0
99141,81,95,1
42572,57,77,0
130892,90,98,1
40553,47,76,0
108285,85,97,1
37857,54,71,0
101167,80,94,1
51668,58,79,0
120792,89,97,1
51629,57,75,0
123226,85,98,1
32369,44,68,0
110242,81,99,1
35884,51,69,0
131574,91,99,1
35701,44,69,0
121924,87,95,1
54585,60,76,0
124087,88,97,1
49098,55,77,0
115845,86,97,1
39175,51,74,0
138374,93,99,1
46699,60,79,0
122527,89,99,1
35619,52,76,0
119011,86,97,1
34170,54,69,0
112793,83,98,1
52562,63,79,0
127902,88,98,1
46668,52,75,0
121839,87,97,1
35419,49,66,0
125093,86,99,1
29554,42,70,0
129446,89,98,1
52094,59,81,0
131257,89,97,1
40625,50,74,0
122763,88,98,1
26951,42,70,0
117013,87,97,1
49277,56,78,0
113794,85,97,1
47082,57,77,0
146427,95,99,1
43415,54,76,0
113060,85,95,1
54545,62,80,0
129488,91,97,1
52439,54,77,0
135560,92,99,1
37570,55,71,0
136727,92,98,1
61349,61,81,0
121548,89,99,1
36201,54,69,0
108995,83,95,1
65039,61,82,0
126979,89,99,1
40776,52,73,0
138285,91,99,1
44214,54,73,0
134560,90,99,1
26738,42,65,0
123329,83,97,1
46679,57,75,0
142309,93,98,1
44564,55,73,0
127267,90,97,1
36938,52,67,0
122107,87,98,1
37990,46,71,0
123324,90,98,1
65874,61,85,0
122205,86,96,1
43583,59,73,0
126254,90,97,1
47928,56,79,0
138455,91,99,1
45325,54,74,0
125602,86,97,1
49383,51,79,0
139114,94,98,1
49641,50,77,0
133268,91,99,1
37597,48,70,0
148174,95,99,1
51406,60,77,0
120379,88,97,1
41850,55,71,0
134587,93,98,1
51180,60,80,0
129108,90,98,1
42926,44,77,0
144671,94,98,1
42164,54,75,0
119157,87,96,1
37807,53,73,0
145216,92,99,1
40115,54,72,0
149829,95,99,1
49303,58,74,0
124602,87,97,1
58421,59,80,0
117533,86,95,1
41852,54,71,0
129692,90,97,1
41801,48,74,0
123275,85,96,1
45346,51,76,0
121644,87,99,1
40231,47,73,0
107717,81,95,1
41936,52,78,0
117223,84,97,1
45403,56,79,0
137326,93,97,1
46834,53,78,0
128479,87,98,1
31014,50,69,0
133858,88,99,1
27561,44,66,0
114164,86,96,1
41180,50,75,0
140109,90,99,1
47217,55,79,0
128990,89,98,1
38674,54,72,0
96314,83,96,1
49902,57,74,0
123560,86,96,1
43644,55,76,0
136580,91,99,1
58397,57,82,0
146961,93,98,1
36941,48,72,0
139316,95,97,1
40534,55,81,0
122489,87,96,1
47247,52,79,0
133321,89,99,1
43351,53,79,0
110351,84,97,1
55962,59,78,0
139938,92,99,1
57511,60,82,0
131902,92,98,1
63951,62,82,0
133734,92,96,1
49740,55,76,0
121528,87,99,1
49685,58,81,0
127375,88,98,1
51493,59,81,0
119610,89,96,1
49891,53,78,0
129671,88,98,1
44347,53,71,0
126664,87,97,1
44690,55,76,0
122223,87,95,1
37852,47,71,0
116812,86,97,1
45935,51,74,0
113195,83,98,1
51162,55,81,0
132626,89,98,1
46596,56,74,0
116384,87,97,1
40300,52,74,0
108281,83,97,1
40882,51,73,0
127561,86,98,1
51303,55,80,0
123874,90,99,1
57087,64,81,0
115835,87,97,1
46412,56,76,0
115337,87,98,1
66442,64,82,0
131064,89,98,1
31299,48,69,0
129760,88,97,1
44502,52,77,0
144100,94,98,1
57776,62,78,0
100300,83,94,1
56929,61,77,0
106136,83,96,1
41905,51,74,0
117851,86,94,1
50367,60,74,0
117599,84,98,1
35767,49,69,0
126043,88,97,1
50035,56,79,0
139278,93,98,1
39147,53,71,0
135088,90,98,1
43799,52,73,0
111258,87,95,1
45491,55,74,0
134523,91,98,1
36826,54,70,0
107920,82,98,1
49443,61,77,0
124505,87,99,1
51910,59,78,0
136368,91,98,1
42046,55,80,0
112911,84,98,1
46566,56,75,0
116412,82,97,1
51507,57,79,0
125214,90,99,1
38384,56,65,0
106664,83,95,1
40498,54,71,0
119319,88,98,1
37864,46,75,0
134196,92,98,1
37523,54,73,0
127634,86,99,1
41399,56,73,0
119334,87,97,1
39857,53,73,0
136723,93,99,1
38146,50,71,0
132768,93,98,1
41156,50,76,0
136169,89,99,1
46231,51,77,0
116726,84,96,1
42798,49,79,0
128871,89,99,1
46847,57,73,0
130801,89,99,1
31485,48,67,0
120163,88,97,1
28817,43,65,0
134883,93,99,1
55979,57,79,0
117715,86,97,1
34419,55,70,0
133623,92,99,1
45190,56,72,0
110695,84,97,1
43115,50,75,0
121180,87,98,1
52039,62,79,0
125398,90,99,1
55373,56,80,0
107318,81,98,1
32855,50,68,0
129590,88,99,1
36422,44,72,0
135585,93,98,1
40122,51,74,0
133941,91,97,1
42821,56,71,0
129042,91,97,1
34692,50,65,0
120283,87,96,1
41429,58,70,0
109673,84,97,1
37950,52,74,0
127477,88,97,1
47244,56,78,0
126271,88,99,1
33307,50,70,0
132267,92,97,1
46129,51,79,0
137258,90,99,1
46273,58,74,0
108318,84,97,1
44843,56,76,0
133613,90,97,1
23112,42,62,0
117602,84,97,1
50584,58,79,0
134644,90,99,1
52325,52,81,0
119221,85,98,1
52753,60,75,0
140608,95,98,1
41839,53,75,0
138171,92,99,1
47613,56,81,0
117444,87,98,1
48853,54,75,0
127803,89,96,1
45544,54,76,0
134745,92,98,1
44800,54,80,0
113620,85,95,1
56305,63,82,0
120567,88,97,1
39191,48,79,0
117628,85,96,1
50868,62,79,0
122206,89,97,1
37668,50,71,0
119598,88,98,1
56184,56,81,0
126436,88,98,1
42946,54,73,0
144510,92,98,1
38151,51,73,0
129782,88,99,1
52014,61,79,0
147442,96,99,1
37510,52,71,0
125643,89,98,1
32749,44,67,0
122588,87,98,1
33013,50,70,0
145316,96,98,1
46015,55,76,0
135335,91,97,1
61991,61,82,0
118053,86,97,1
57646,58,79,0
120493,88,96,1
51452,61,81,0
112663,85,97,1
42294,57,72,0
118576,87,97,1
35370,53,74,0
117620,88,98,1
57430,58,82,0
137821,90,98,1
44050,57,76,0
113488,86,97,1
51229,57,79,0
127897,91,96,1
37679,49,73,0
140446,89,99,1
43455,53,79,0
93420,76,99,1
34858,46,74,0
120092,85,97,1
49448,55,77,0
131491,90,98,1
50952,57,79,0
123819,88,98,1
37627,52,68,0
117043,86,95,1
62587,58,82,0
139607,93,98,1
42330,54,74,0
127270,88,95,1
33612,50,71,0
132431,91,98,1
48537,54,78,0
130547,89,98,1
41339,52,71,0
121369,89,96,1
35739,50,76,0
120901,86,97,1
36975,42,69,0
138955,92,97,1
54468,54,79,0
127716,90,99,1
53222,59,80,0
101115,82,95,1
42319,54,76,0
138273,91,98,1
43537,56,77,0
131530,92,97,1
56017,61,78,0
131166,90,96,1
41699,51,74,0
126179,89,98,1
55962,59,79,0
124711,89,98,1
35002,51,71,0
140129,93,98,1
49564,52,80,0
122787,86,97,1
58262,63,77,0
115777,84,97,1
46024,57,75,0
109857,82,96,1
26894,43,66,0
127522,88,97,1
47098,56,76,0
112959,85,96,1
56123,63,81,0
124371,89,97,1
50756,60,80,0
109873,83,99,1
45728,56,78,0
114656,86,96,1
49265,59,82,0
114981,84,98,1
46081,58,75,0
122735,88,99,1
44229,53,79,0
127759,91,99,1
47461,56,74,0
143199,93,98,1
49284,58,78,0
135427,92,98,1
39341,52,72,0
123517,86,97,1
43124,51,76,0
136068,93,96,1
44670,57,77,0
127897,90,98,1
47095,55,76,0
140988,89,98,1
37154,52,69,0
123769,84,98,1
52622,59,81,0
125823,91,96,1
36652,51,72,0
117177,86,97,1
44724,53,75,0
103766,82,97,1
45905,55,75,0
130962,89,97,1
57450,61,79,0
116866,86,97,1
45150,56,74,0
132492,90,99,1
46279,55,73,0
124437,88,97,1
46253,58,77,0
133546,91,99,1
65696,66,84,0
137467,93,99,1
54861,60,79,0
127797,91,97,1
50312,54,78,0
109764,85,95,1
55214,61,81,0
141723,93,99,1
69818,62,88,0
120429,88,97,1
40927,53,72,0
123024,88,98,1
36601,49,73,0
141720,93,99,1
